start,end,name
957.88,963.38,REFERENCE
957.88,959.88,PreStimSilence
962.88,963.38,PostStimSilence
964.5,970.001,TRIAL
964.5,970.0,STIM_00ferretmixed42.wav
964.5,970.0,REFERENCE
964.5,966.5,PreStimSilence
969.5,970.0,PostStimSilence
970.45,975.951,TRIAL
970.45,975.95,STIM_ferretmixed33.wav
970.45,975.95,REFERENCE
970.45,972.45,PreStimSilence
975.45,975.95,PostStimSilence
976.37,981.871,TRIAL
976.37,981.87,STIM_ferretmixed25.wav
976.37,981.87,REFERENCE
976.37,978.37,PreStimSilence
981.37,981.87,PostStimSilence
982.48,987.981,TRIAL
982.48,987.98,STIM_si1112.wav
982.48,987.98,REFERENCE
982.48,984.48,PreStimSilence
987.48,987.98,PostStimSilence
988.49,993.991,TRIAL
988.49,993.99,STIM_ferretmixed19.wav
988.49,993.99,REFERENCE
988.49,990.49,PreStimSilence
993.49,993.99,PostStimSilence
994.58,1000.081,TRIAL
994.58,1000.08,STIM_00ferretmixed42.wav
994.58,1000.08,REFERENCE
994.58,996.58,PreStimSilence
999.58,1000.08,PostStimSilence
1000.49,1005.991,TRIAL
1000.49,1005.99,STIM_Music-Apache.wav
1000.49,1005.99,REFERENCE
1000.49,1002.49,PreStimSilence
1005.49,1005.99,PostStimSilence
1006.53,1012.031,TRIAL
1006.53,1012.03,STIM_ferretmixed09.wav
1006.53,1012.03,REFERENCE
1006.53,1008.53,PreStimSilence
1011.53,1012.03,PostStimSilence
1012.51,1018.011,TRIAL
1012.51,1018.01,STIM_kayser_tropical_insects.wav
1012.51,1018.01,REFERENCE
1012.51,1014.51,PreStimSilence
1017.51,1018.01,PostStimSilence
1018.58,1024.0810000000001,TRIAL
1018.58,1024.08,STIM_00ferretmixed41.wav
1018.58,1024.08,REFERENCE
1018.58,1020.58,PreStimSilence
1023.58,1024.08,PostStimSilence
1024.65,1030.151,TRIAL
1024.65,1030.15,STIM_00ferretmixed41.wav
1024.65,1030.15,REFERENCE
1024.65,1026.65,PreStimSilence
1029.65,1030.15,PostStimSilence
1030.67,1036.171,TRIAL
1030.67,1036.17,STIM_00ferretmixed42.wav
1030.67,1036.17,REFERENCE
1030.67,1032.67,PreStimSilence
1035.67,1036.17,PostStimSilence
1036.73,1042.231,TRIAL
1036.73,1042.23,STIM_LBHB_scratch2.wav
1036.73,1042.23,REFERENCE
1036.73,1038.73,PreStimSilence
1041.73,1042.23,PostStimSilence
1042.77,1048.271,TRIAL
1042.77,1048.27,STIM_babble.wav
1042.77,1048.27,REFERENCE
1042.77,1044.77,PreStimSilence
1047.77,1048.27,PostStimSilence
1048.76,1054.261,TRIAL
1048.76,1054.26,STIM_SoundBible_rainforest.wav
1048.76,1054.26,REFERENCE
1048.76,1050.76,PreStimSilence
1053.76,1054.26,PostStimSilence
1054.74,1060.241,TRIAL
1054.74,1060.24,STIM_crumpling_paper.wav
1054.74,1060.24,REFERENCE
1054.74,1056.74,PreStimSilence
1059.74,1060.24,PostStimSilence
1060.69,1066.191,TRIAL
1060.69,1066.19,STIM_LBHB_lick.wav
1060.69,1066.19,REFERENCE
1060.69,1062.69,PreStimSilence
1065.69,1066.19,PostStimSilence
1066.72,1072.221,TRIAL
1066.72,1072.22,STIM_ferretmixed29.wav
1066.72,1072.22,REFERENCE
1066.72,1068.72,PreStimSilence
1071.72,1072.22,PostStimSilence
1072.85,1078.3509999999999,TRIAL
1072.85,1078.35,STIM_ferretmixed26.wav
1072.85,1078.35,REFERENCE
1072.85,1074.85,PreStimSilence
1077.85,1078.35,PostStimSilence
1078.94,1084.441,TRIAL
1078.94,1084.44,STIM_pouring_coins.wav
1078.94,1084.44,REFERENCE
1078.94,1080.94,PreStimSilence
1083.94,1084.44,PostStimSilence
1085.82,1091.321,TRIAL
1085.82,1091.32,STIM_SoundBible_mechanical_hammer.wav
1085.82,1091.32,REFERENCE
1085.82,1087.82,PreStimSilence
1090.82,1091.32,PostStimSilence
1091.83,1097.331,TRIAL
1091.83,1097.33,STIM_applause-foreground_clapper.wav
1091.83,1097.33,REFERENCE
1091.83,1093.83,PreStimSilence
1096.83,1097.33,PostStimSilence
1097.89,1103.391,TRIAL
1097.89,1103.39,STIM_SE2-96_New_England_Day.wav
1097.89,1103.39,REFERENCE
1097.89,1099.89,PreStimSilence
1102.89,1103.39,PostStimSilence
1103.95,1109.451,TRIAL
1103.95,1109.45,STIM_si2077.wav
1103.95,1109.45,REFERENCE
1103.95,1105.95,PreStimSilence
1108.95,1109.45,PostStimSilence
1109.89,1115.391,TRIAL
1109.89,1115.39,STIM_Tambourine_Shaking.wav
1109.89,1115.39,REFERENCE
1109.89,1111.89,PreStimSilence
1114.89,1115.39,PostStimSilence
1115.89,1121.391,TRIAL
1115.89,1121.39,STIM_00Oxford_male2b.wav
1115.89,1121.39,REFERENCE
1115.89,1117.89,PreStimSilence
1120.89,1121.39,PostStimSilence
1121.87,1127.3709999999999,TRIAL
1121.87,1127.37,STIM_jingling_keys.wav
1121.87,1127.37,REFERENCE
1121.87,1123.87,PreStimSilence
1126.87,1127.37,PostStimSilence
1127.82,1133.321,TRIAL
1127.82,1133.32,STIM_kayser_moo.wav
1127.82,1133.32,REFERENCE
1127.82,1129.82,PreStimSilence
1132.82,1133.32,PostStimSilence
1133.89,1139.391,TRIAL
1133.89,1139.39,STIM_Music-Kenya_Os_Ipanemas.wav
1133.89,1139.39,REFERENCE
1133.89,1135.89,PreStimSilence
1138.89,1139.39,PostStimSilence
1139.91,1145.411,TRIAL
1139.91,1145.41,STIM_00ferretmixed42.wav
1139.91,1145.41,REFERENCE
1139.91,1141.91,PreStimSilence
1144.91,1145.41,PostStimSilence
1145.77,1151.271,TRIAL
1145.77,1151.27,STIM_Oxford_male3a.wav
1145.77,1151.27,REFERENCE
1145.77,1147.77,PreStimSilence
1150.77,1151.27,PostStimSilence
1151.77,1157.271,TRIAL
1151.77,1157.27,STIM_00ferretmixed41.wav
1151.77,1157.27,REFERENCE
1151.77,1153.77,PreStimSilence
1156.77,1157.27,PostStimSilence
1157.75,1163.251,TRIAL
1157.75,1163.25,STIM_LBHB_food.wav
1157.75,1163.25,REFERENCE
1157.75,1159.75,PreStimSilence
1162.75,1163.25,PostStimSilence
1163.7,1169.201,TRIAL
1163.7,1169.2,STIM_00ferretmixed42.wav
1163.7,1169.2,REFERENCE
1163.7,1165.7,PreStimSilence
1168.7,1169.2,PostStimSilence
1169.68,1175.181,TRIAL
1169.68,1175.18,STIM_LBHB_food2.wav
1169.68,1175.18,REFERENCE
1169.68,1171.68,PreStimSilence
1174.68,1175.18,PostStimSilence
1175.77,1181.271,TRIAL
1175.77,1181.27,STIM_ASE-05_Blender.wav
1175.77,1181.27,REFERENCE
1175.77,1177.77,PreStimSilence
1180.77,1181.27,PostStimSilence
1181.78,1187.281,TRIAL
1181.78,1187.28,STIM_ASE-58_Raking_Leaves_On_Asphalt.wav
1181.78,1187.28,REFERENCE
1181.78,1183.78,PreStimSilence
1186.78,1187.28,PostStimSilence
1187.88,1193.381,TRIAL
1187.88,1193.38,STIM_ferretmixed22.wav
1187.88,1193.38,REFERENCE
1187.88,1189.88,PreStimSilence
1192.88,1193.38,PostStimSilence
1193.94,1199.441,TRIAL
1193.94,1199.44,STIM_ASE-04_Frying_Eggs.wav
1193.94,1199.44,REFERENCE
1193.94,1195.94,PreStimSilence
1198.94,1199.44,PostStimSilence
1199.9,1205.401,TRIAL
1199.9,1205.4,STIM_ferretmixed15.wav
1199.9,1205.4,REFERENCE
1199.9,1201.9,PreStimSilence
1204.9,1205.4,PostStimSilence
1206.7,1212.201,TRIAL
1206.7,1212.2,STIM_chewing_carrots2.wav
1206.7,1212.2,REFERENCE
1206.7,1208.7,PreStimSilence
1211.7,1212.2,PostStimSilence
1212.64,1218.141,TRIAL
1212.64,1218.14,STIM_frogs2.wav
1212.64,1218.14,REFERENCE
1212.64,1214.64,PreStimSilence
1217.64,1218.14,PostStimSilence
1218.7,1224.201,TRIAL
1218.7,1224.2,STIM_00Oxford_male2b.wav
1218.7,1224.2,REFERENCE
1218.7,1220.7,PreStimSilence
1223.7,1224.2,PostStimSilence
1224.69,1230.191,TRIAL
1224.69,1230.19,STIM_ferretmixed35.wav
1224.69,1230.19,REFERENCE
1224.69,1226.69,PreStimSilence
1229.69,1230.19,PostStimSilence
1230.58,1236.081,TRIAL
1230.58,1236.08,STIM_00ferretmixed41.wav
1230.58,1236.08,REFERENCE
1230.58,1232.58,PreStimSilence
1235.58,1236.08,PostStimSilence
1236.57,1242.071,TRIAL
1236.57,1242.07,STIM_SoundBible_sewing_machine.wav
1236.57,1242.07,REFERENCE
1236.57,1238.57,PreStimSilence
1241.57,1242.07,PostStimSilence
1242.56,1248.061,TRIAL
1242.56,1248.06,STIM_ferret_babble.wav
1242.56,1248.06,REFERENCE
1242.56,1244.56,PreStimSilence
1247.56,1248.06,PostStimSilence
1248.58,1254.081,TRIAL
1248.58,1254.08,STIM_ferretmixed17.wav
1248.58,1254.08,REFERENCE
1248.58,1250.58,PreStimSilence
1253.58,1254.08,PostStimSilence
1254.63,1260.131,TRIAL
1254.63,1260.13,STIM_ferretmixed11.wav
1254.63,1260.13,REFERENCE
1254.63,1256.63,PreStimSilence
1259.63,1260.13,PostStimSilence
1260.55,1266.051,TRIAL
1260.55,1266.05,STIM_00ferretmixed41.wav
1260.55,1266.05,REFERENCE
1260.55,1262.55,PreStimSilence
1265.55,1266.05,PostStimSilence
1266.63,1272.131,TRIAL
1266.63,1272.13,STIM_00Oxford_male2b.wav
1266.63,1272.13,REFERENCE
1266.63,1268.63,PreStimSilence
1271.63,1272.13,PostStimSilence
1272.53,1278.031,TRIAL
1272.53,1278.03,STIM_Motorcycle_Leaving.wav
1272.53,1278.03,REFERENCE
1272.53,1274.53,PreStimSilence
1277.53,1278.03,PostStimSilence
1278.65,1284.151,TRIAL
1278.65,1284.15,STIM_Oxford_male2e.wav
1278.65,1284.15,REFERENCE
1278.65,1280.65,PreStimSilence
1283.65,1284.15,PostStimSilence
1284.71,1290.211,TRIAL
1284.71,1290.21,STIM_SoundBible_falcon_squirrel.wav
1284.71,1290.21,REFERENCE
1284.71,1286.71,PreStimSilence
1289.71,1290.21,PostStimSilence
1290.76,1296.261,TRIAL
1290.76,1296.26,STIM_SoundBible_farm.wav
1290.76,1296.26,REFERENCE
1290.76,1292.76,PreStimSilence
1295.76,1296.26,PostStimSilence
1296.74,1302.241,TRIAL
1296.74,1302.24,STIM_ferretmixed10.wav
1296.74,1302.24,REFERENCE
1296.74,1298.74,PreStimSilence
1301.74,1302.24,PostStimSilence
1302.81,1308.311,TRIAL
1302.81,1308.31,STIM_SoundBible_mallard_frog.wav
1302.81,1308.31,REFERENCE
1302.81,1304.81,PreStimSilence
1307.81,1308.31,PostStimSilence
1308.76,1314.261,TRIAL
1308.76,1314.26,STIM_ASE-71_IBM_Electric_Typewriter.wav
1308.76,1314.26,REFERENCE
1308.76,1310.76,PreStimSilence
1313.76,1314.26,PostStimSilence
1314.86,1320.3609999999999,TRIAL
1314.86,1320.36,STIM_00Oxford_male2b.wav
1314.86,1320.36,REFERENCE
1314.86,1316.86,PreStimSilence
1319.86,1320.36,PostStimSilence
1320.9,1326.401,TRIAL
1320.9,1326.4,STIM_scratching_beard.wav
1320.9,1326.4,REFERENCE
1320.9,1322.9,PreStimSilence
1325.9,1326.4,PostStimSilence
1328.05,1333.551,TRIAL
1328.05,1333.55,STIM_SoundBible_water.wav
1328.05,1333.55,REFERENCE
1328.05,1330.05,PreStimSilence
1333.05,1333.55,PostStimSilence
1334.1,1339.6009999999999,TRIAL
1334.1,1339.6,STIM_Oxford_male2d.wav
1334.1,1339.6,REFERENCE
1334.1,1336.1,PreStimSilence
1339.1,1339.6,PostStimSilence
1340.05,1345.551,TRIAL
1340.05,1345.55,STIM_00ferretmixed41.wav
1340.05,1345.55,REFERENCE
1340.05,1342.05,PreStimSilence
1345.05,1345.55,PostStimSilence
1345.91,1351.411,TRIAL
1345.91,1351.41,STIM_SE3-02_Brushing_Teeth.wav
1345.91,1351.41,REFERENCE
1345.91,1347.91,PreStimSilence
1350.91,1351.41,PostStimSilence
1352.08,1357.581,TRIAL
1352.08,1357.58,STIM_ferretmixed02.wav
1352.08,1357.58,REFERENCE
1352.08,1354.08,PreStimSilence
1357.08,1357.58,PostStimSilence
1358.13,1363.631,TRIAL
1358.13,1363.63,STIM_00ferretmixed42.wav
1358.13,1363.63,REFERENCE
1358.13,1360.13,PreStimSilence
1363.13,1363.63,PostStimSilence
1364.12,1369.6209999999999,TRIAL
1364.12,1369.62,STIM_00Oxford_male2b.wav
1364.12,1369.62,REFERENCE
1364.12,1366.12,PreStimSilence
1369.12,1369.62,PostStimSilence
1370.06,1375.561,TRIAL
1370.06,1375.56,STIM_si2260.wav
1370.06,1375.56,REFERENCE
1370.06,1372.06,PreStimSilence
1375.06,1375.56,PostStimSilence
1377.2,1382.701,TRIAL
1377.2,1382.7,STIM_00ferretmixed42.wav
1377.2,1382.7,REFERENCE
1377.2,1379.2,PreStimSilence
1382.2,1382.7,PostStimSilence
1383.17,1388.672,TRIAL
1383.17,1388.67,STIM_chewing_carrots2.wav
1383.17,1388.67,REFERENCE
1383.17,1385.17,PreStimSilence
1388.17,1388.67,PostStimSilence
1389.15,1394.651,TRIAL
1389.15,1394.65,STIM_00ferretmixed41.wav
1389.15,1394.65,REFERENCE
1389.15,1391.15,PreStimSilence
1394.15,1394.65,PostStimSilence
1395.12,1400.6209999999999,TRIAL
1395.12,1400.62,STIM_ASE-49_Wind_Chimes.wav
1395.12,1400.62,REFERENCE
1395.12,1397.12,PreStimSilence
1400.12,1400.62,PostStimSilence
1401.13,1406.631,TRIAL
1401.13,1406.63,STIM_ferretmixed15.wav
1401.13,1406.63,REFERENCE
1401.13,1403.13,PreStimSilence
1406.13,1406.63,PostStimSilence
1407.23,1412.731,TRIAL
1407.23,1412.73,STIM_SoundBible_sewing_machine.wav
1407.23,1412.73,REFERENCE
1407.23,1409.23,PreStimSilence
1412.23,1412.73,PostStimSilence
1413.22,1418.721,TRIAL
1413.22,1418.72,STIM_ferretmixed19.wav
1413.22,1418.72,REFERENCE
1413.22,1415.22,PreStimSilence
1418.22,1418.72,PostStimSilence
1419.3,1424.801,TRIAL
1419.3,1424.8,STIM_00Oxford_male2b.wav
1419.3,1424.8,REFERENCE
1419.3,1421.3,PreStimSilence
1424.3,1424.8,PostStimSilence
1425.29,1430.791,TRIAL
1425.29,1430.79,STIM_ferretmixed09.wav
1425.29,1430.79,REFERENCE
1425.29,1427.29,PreStimSilence
1430.29,1430.79,PostStimSilence
1431.29,1436.791,TRIAL
1431.29,1436.79,STIM_00ferretmixed41.wav
1431.29,1436.79,REFERENCE
1431.29,1433.29,PreStimSilence
1436.29,1436.79,PostStimSilence
1437.34,1442.841,TRIAL
1437.34,1442.84,STIM_Castanets_steady.wav
1437.34,1442.84,REFERENCE
1437.34,1439.34,PreStimSilence
1442.34,1442.84,PostStimSilence
1443.29,1448.791,TRIAL
1443.29,1448.79,STIM_SE2-96_New_England_Day.wav
1443.29,1448.79,REFERENCE
1443.29,1445.29,PreStimSilence
1448.29,1448.79,PostStimSilence
1450.49,1455.991,TRIAL
1450.49,1455.99,STIM_ASE-05_Blender.wav
1450.49,1455.99,REFERENCE
1450.49,1452.49,PreStimSilence
1455.49,1455.99,PostStimSilence
1456.48,1461.981,TRIAL
1456.48,1461.98,STIM_00ferretmixed42.wav
1456.48,1461.98,REFERENCE
1456.48,1458.48,PreStimSilence
1461.48,1461.98,PostStimSilence
1462.51,1468.011,TRIAL
1462.51,1468.01,STIM_00ferretmixed42.wav
1462.51,1468.01,REFERENCE
1462.51,1464.51,PreStimSilence
1467.51,1468.01,PostStimSilence
1468.5,1474.001,TRIAL
1468.5,1474.0,STIM_kayser_thunder.wav
1468.5,1474.0,REFERENCE
1468.5,1470.5,PreStimSilence
1473.5,1474.0,PostStimSilence
1474.45,1479.951,TRIAL
1474.45,1479.95,STIM_ferretmixed39.wav
1474.45,1479.95,REFERENCE
1474.45,1476.45,PreStimSilence
1479.45,1479.95,PostStimSilence
1480.45,1485.951,TRIAL
1480.45,1485.95,STIM_SE3-02_Brushing_Teeth.wav
1480.45,1485.95,REFERENCE
1480.45,1482.45,PreStimSilence
1485.45,1485.95,PostStimSilence
1486.45,1491.951,TRIAL
1486.45,1491.95,STIM_SoundBible_water.wav
1486.45,1491.95,REFERENCE
1486.45,1488.45,PreStimSilence
1491.45,1491.95,PostStimSilence
1492.43,1497.931,TRIAL
1492.43,1497.93,STIM_crunching_cellophane.wav
1492.43,1497.93,REFERENCE
1492.43,1494.43,PreStimSilence
1497.43,1497.93,PostStimSilence
1498.47,1503.971,TRIAL
1498.47,1503.97,STIM_pouring_coins.wav
1498.47,1503.97,REFERENCE
1498.47,1500.47,PreStimSilence
1503.47,1503.97,PostStimSilence
1504.54,1510.041,TRIAL
1504.54,1510.04,STIM_ASE-71_IBM_Electric_Typewriter.wav
1504.54,1510.04,REFERENCE
1504.54,1506.54,PreStimSilence
1509.54,1510.04,PostStimSilence
1510.46,1515.961,TRIAL
1510.46,1515.96,STIM_ferret_babble.wav
1510.46,1515.96,REFERENCE
1510.46,1512.46,PreStimSilence
1515.46,1515.96,PostStimSilence
1516.45,1521.951,TRIAL
1516.45,1521.95,STIM_Music-Disco_Circus.wav
1516.45,1521.95,REFERENCE
1516.45,1518.45,PreStimSilence
1521.45,1521.95,PostStimSilence
1522.35,1527.8509999999999,TRIAL
1522.35,1527.85,STIM_si1377.wav
1522.35,1527.85,REFERENCE
1522.35,1524.35,PreStimSilence
1527.35,1527.85,PostStimSilence
1528.32,1533.821,TRIAL
1528.32,1533.82,STIM_ESE-40_On_board_motor_boat.wav
1528.32,1533.82,REFERENCE
1528.32,1530.32,PreStimSilence
1533.32,1533.82,PostStimSilence
1534.46,1539.961,TRIAL
1534.46,1539.96,STIM_00ferretmixed41.wav
1534.46,1539.96,REFERENCE
1534.46,1536.46,PreStimSilence
1539.46,1539.96,PostStimSilence
1540.55,1546.051,TRIAL
1540.55,1546.05,"STIM_ESE-23_Sparrows_-_Large_excited_group,.wav"
1540.55,1546.05,REFERENCE
1540.55,1542.55,PreStimSilence
1545.55,1546.05,PostStimSilence
1546.53,1552.031,TRIAL
1546.53,1552.03,STIM_Oxford_male2d.wav
1546.53,1552.03,REFERENCE
1546.53,1548.53,PreStimSilence
1551.53,1552.03,PostStimSilence
1552.49,1557.991,TRIAL
1552.49,1557.99,STIM_si1112.wav
1552.49,1557.99,REFERENCE
1552.49,1554.49,PreStimSilence
1557.49,1557.99,PostStimSilence
1558.64,1564.141,TRIAL
1558.64,1564.14,STIM_ferretmixed25.wav
1558.64,1564.14,REFERENCE
1558.64,1560.64,PreStimSilence
1563.64,1564.14,PostStimSilence
1564.61,1570.1109999999999,TRIAL
1564.61,1570.11,STIM_ESE-68_Church_bells.wav
1564.61,1570.11,REFERENCE
1564.61,1566.61,PreStimSilence
1569.61,1570.11,PostStimSilence
1571.66,1577.161,TRIAL
1571.66,1577.16,STIM_frogs2.wav
1571.66,1577.16,REFERENCE
1571.66,1573.66,PreStimSilence
1576.66,1577.16,PostStimSilence
1577.6,1583.1009999999999,TRIAL
1577.6,1583.1,STIM_00Oxford_male2b.wav
1577.6,1583.1,REFERENCE
1577.6,1579.6,PreStimSilence
1582.6,1583.1,PostStimSilence
1583.53,1589.031,TRIAL
1583.53,1589.03,STIM_SoundBible_farm.wav
1583.53,1589.03,REFERENCE
1583.53,1585.53,PreStimSilence
1588.53,1589.03,PostStimSilence
1589.55,1595.051,TRIAL
1589.55,1595.05,STIM_Oxford_male3a.wav
1589.55,1595.05,REFERENCE
1589.55,1591.55,PreStimSilence
1594.55,1595.05,PostStimSilence
1595.49,1600.991,TRIAL
1595.49,1600.99,STIM_00Oxford_male2b.wav
1595.49,1600.99,REFERENCE
1595.49,1597.49,PreStimSilence
1600.49,1600.99,PostStimSilence
1601.53,1607.031,TRIAL
1601.53,1607.03,STIM_00ferretmixed42.wav
1601.53,1607.03,REFERENCE
1601.53,1603.53,PreStimSilence
1606.53,1607.03,PostStimSilence
1607.51,1613.011,TRIAL
1607.51,1613.01,STIM_00Oxford_male2b.wav
1607.51,1613.01,REFERENCE
1607.51,1609.51,PreStimSilence
1612.51,1613.01,PostStimSilence
1613.78,1619.281,TRIAL
1613.78,1619.28,STIM_00ferretmixed41.wav
1613.78,1619.28,REFERENCE
1613.78,1615.78,PreStimSilence
1618.78,1619.28,PostStimSilence
1619.78,1625.281,TRIAL
1619.78,1625.28,STIM_00ferretmixed42.wav
1619.78,1625.28,REFERENCE
1619.78,1621.78,PreStimSilence
1624.78,1625.28,PostStimSilence
1625.86,1631.3609999999999,TRIAL
1625.86,1631.36,STIM_si2260.wav
1625.86,1631.36,REFERENCE
1625.86,1627.86,PreStimSilence
1630.86,1631.36,PostStimSilence
1631.88,1637.381,TRIAL
1631.88,1637.38,STIM_00ferretmixed41.wav
1631.88,1637.38,REFERENCE
1631.88,1633.88,PreStimSilence
1636.88,1637.38,PostStimSilence
1638.02,1643.521,TRIAL
1638.02,1643.52,STIM_00ferretmixed41.wav
1638.02,1643.52,REFERENCE
1638.02,1640.02,PreStimSilence
1643.02,1643.52,PostStimSilence
1644.15,1649.651,TRIAL
1644.15,1649.65,STIM_scratching_beard.wav
1644.15,1649.65,REFERENCE
1644.15,1646.15,PreStimSilence
1649.15,1649.65,PostStimSilence
1650.09,1655.591,TRIAL
1650.09,1655.59,STIM_Oxford_male2e.wav
1650.09,1655.59,REFERENCE
1650.09,1652.09,PreStimSilence
1655.09,1655.59,PostStimSilence
1656.08,1661.581,TRIAL
1656.08,1661.58,STIM_corkscrew_against_desk_edge.wav
1656.08,1661.58,REFERENCE
1656.08,1658.08,PreStimSilence
1661.08,1661.58,PostStimSilence
1662.15,1667.651,TRIAL
1662.15,1667.65,STIM_00ferretmixed41.wav
1662.15,1667.65,REFERENCE
1662.15,1664.15,PreStimSilence
1667.15,1667.65,PostStimSilence
1668.24,1673.741,TRIAL
1668.24,1673.74,STIM_kayser_squawk.wav
1668.24,1673.74,REFERENCE
1668.24,1670.24,PreStimSilence
1673.24,1673.74,PostStimSilence
1674.26,1679.761,TRIAL
1674.26,1679.76,STIM_SE2-17_Wild_Dogs.wav
1674.26,1679.76,REFERENCE
1674.26,1676.26,PreStimSilence
1679.26,1679.76,PostStimSilence
1680.43,1685.931,TRIAL
1680.43,1685.93,STIM_ESE-25_Chickens_-_Alarmed_squawking.wav
1680.43,1685.93,REFERENCE
1680.43,1682.43,PreStimSilence
1685.43,1685.93,PostStimSilence
1686.33,1691.831,TRIAL
1686.33,1691.83,STIM_00ferretmixed42.wav
1686.33,1691.83,REFERENCE
1686.33,1688.33,PreStimSilence
1691.33,1691.83,PostStimSilence
1693.5,1699.001,TRIAL
1693.5,1699.0,STIM_wooden_blocks_falling.wav
1693.5,1699.0,REFERENCE
1693.5,1695.5,PreStimSilence
1698.5,1699.0,PostStimSilence
1699.49,1704.991,TRIAL
1699.49,1704.99,STIM_SE2-70_Bee_Swarm.wav
1699.49,1704.99,REFERENCE
1699.49,1701.49,PreStimSilence
1704.49,1704.99,PostStimSilence
1705.33,1710.831,TRIAL
1705.33,1710.83,STIM_jingling_keys.wav
1705.33,1710.83,REFERENCE
1705.33,1707.33,PreStimSilence
1710.33,1710.83,PostStimSilence
1711.31,1716.811,TRIAL
1711.31,1716.81,STIM_00ferretmixed42.wav
1711.31,1716.81,REFERENCE
1711.31,1713.31,PreStimSilence
1716.31,1716.81,PostStimSilence
1717.38,1722.881,TRIAL
1717.38,1722.88,STIM_ferretmixed26.wav
1717.38,1722.88,REFERENCE
1717.38,1719.38,PreStimSilence
1722.38,1722.88,PostStimSilence
1723.41,1728.911,TRIAL
1723.41,1728.91,STIM_SoundBible_barrded_owl.wav
1723.41,1728.91,REFERENCE
1723.41,1725.41,PreStimSilence
1728.41,1728.91,PostStimSilence
1729.41,1734.911,TRIAL
1729.41,1734.91,STIM_city.wav
1729.41,1734.91,REFERENCE
1729.41,1731.41,PreStimSilence
1734.41,1734.91,PostStimSilence
1735.35,1740.8509999999999,TRIAL
1735.35,1740.85,STIM_si464.wav
1735.35,1740.85,REFERENCE
1735.35,1737.35,PreStimSilence
1740.35,1740.85,PostStimSilence
1741.24,1746.741,TRIAL
1741.24,1746.74,STIM_00ferretmixed41.wav
1741.24,1746.74,REFERENCE
1741.24,1743.24,PreStimSilence
1746.24,1746.74,PostStimSilence
1747.14,1752.641,TRIAL
1747.14,1752.64,STIM_SoundBible_racoon_cow.wav
1747.14,1752.64,REFERENCE
1747.14,1749.14,PreStimSilence
1752.14,1752.64,PostStimSilence
1753.2,1758.701,TRIAL
1753.2,1758.7,STIM_ross_bird_chorus60_pt1.wav
1753.2,1758.7,REFERENCE
1753.2,1755.2,PreStimSilence
1758.2,1758.7,PostStimSilence
1759.3,1764.801,TRIAL
1759.3,1764.8,STIM_LBHB_food.wav
1759.3,1764.8,REFERENCE
1759.3,1761.3,PreStimSilence
1764.3,1764.8,PostStimSilence
1765.48,1770.981,TRIAL
1765.48,1770.98,STIM_ferretmixed06.wav
1765.48,1770.98,REFERENCE
1765.48,1767.48,PreStimSilence
1770.48,1770.98,PostStimSilence
1771.52,1777.021,TRIAL
1771.52,1777.02,STIM_LBHB_scratch2.wav
1771.52,1777.02,REFERENCE
1771.52,1773.52,PreStimSilence
1776.52,1777.02,PostStimSilence
1777.67,1783.171,TRIAL
1777.67,1783.17,STIM_ferretmixed02.wav
1777.67,1783.17,REFERENCE
1777.67,1779.67,PreStimSilence
1782.67,1783.17,PostStimSilence
1783.69,1789.191,TRIAL
1783.69,1789.19,STIM_00Oxford_male2b.wav
1783.69,1789.19,REFERENCE
1783.69,1785.69,PreStimSilence
1788.69,1789.19,PostStimSilence
1789.65,1795.151,TRIAL
1789.65,1795.15,STIM_SoundBible_mallard_frog.wav
1789.65,1795.15,REFERENCE
1789.65,1791.65,PreStimSilence
1794.65,1795.15,PostStimSilence
1795.72,1801.221,TRIAL
1795.72,1801.22,STIM_00ferretmixed42.wav
1795.72,1801.22,REFERENCE
1795.72,1797.72,PreStimSilence
1800.72,1801.22,PostStimSilence
1801.68,1807.181,TRIAL
1801.68,1807.18,STIM_SE2-56_Rattlesnake.wav
1801.68,1807.18,REFERENCE
1801.68,1803.68,PreStimSilence
1806.68,1807.18,PostStimSilence
1807.63,1813.131,TRIAL
1807.63,1813.13,STIM_00Oxford_male2b.wav
1807.63,1813.13,REFERENCE
1807.63,1809.63,PreStimSilence
1812.63,1813.13,PostStimSilence
1814.77,1820.271,TRIAL
1814.77,1820.27,STIM_si2077.wav
1814.77,1820.27,REFERENCE
1814.77,1816.77,PreStimSilence
1819.77,1820.27,PostStimSilence
1820.95,1826.451,TRIAL
1820.95,1826.45,STIM_LBHB_scratch.wav
1820.95,1826.45,REFERENCE
1820.95,1822.95,PreStimSilence
1825.95,1826.45,PostStimSilence
1826.93,1832.431,TRIAL
1826.93,1832.43,STIM_ferretmixed29.wav
1826.93,1832.43,REFERENCE
1826.93,1828.93,PreStimSilence
1831.93,1832.43,PostStimSilence
1832.85,1838.3509999999999,TRIAL
1832.85,1838.35,STIM_ferretmixed35.wav
1832.85,1838.35,REFERENCE
1832.85,1834.85,PreStimSilence
1837.85,1838.35,PostStimSilence
1838.78,1844.281,TRIAL
1838.78,1844.28,STIM_kayser_snort.wav
1838.78,1844.28,REFERENCE
1838.78,1840.78,PreStimSilence
1843.78,1844.28,PostStimSilence
1844.77,1850.271,TRIAL
1844.77,1850.27,STIM_ferretmixed12.wav
1844.77,1850.27,REFERENCE
1844.77,1846.77,PreStimSilence
